,Experiment,machines,lead_time,mttf,a,ch,ce,bsp_n,bsp_cost,probsp_n,probsp_xo,probsp_cost,rl_model,ppo_cost,dqn_cost,ddqn_cost,optuna_cost,optuna_trial,dcl_cost,ProBSP vs BSP,PPO vs BSP,DQN vs BSP,DCL vs BSP,PPO vs ProBSP,DQN vs ProBSP,DCL vs ProBSP
174,14,30,4,10,5.0,1,5,16,3.87281,7,70.0,3.27931,66321,3.639735,3.22384,3.532325,0.0,0.0,3.4188,0.1532479001035423,0.0601823998595335,0.08791678393724446,0.117230124896393,-0.10990879178851641,-0.07715495027917457,-0.04253638722780093
175,15,30,5,10,5.0,1,5,18,3.958645,9,68.75,3.494535,90102,3.747549999999999,3.42276,3.408795,0.0,0.0,4.2088,0.11723961102852118,0.05332506451071039,0.1388985372520143,-0.06319207708698302,-0.07240305219435464,0.024535453214805384,-0.20439486226350578
176,16,30,1,20,5.0,1,5,4,2.58134,0,87.5,1.088745,6120,2.667084999999999,1.98134,1.88517,0.0,0.0,1.5399,0.5782248754522844,-0.03321724375711795,0.26969326008972083,0.4034493712567891,-1.449687484213474,-0.7315073777606326,-0.4143807778680958
177,17,30,2,20,5.0,1,5,6,2.76582,1,86.25,1.74949,52605,2.70206,2.28934,2.271795,0.0,0.0,2.4654,0.3674606445828001,0.023052837856404343,0.17861791439790012,0.10861878213332767,-0.5444843925944132,-0.2985470051272085,-0.40921068425655466
178,18,30,3,20,5.0,1,5,7,2.87136,1,81.25,2.091629999999999,38281,2.834935,2.519595,2.440275,0.0,0.0,4.4765,0.2715542460715484,0.012685626323414663,0.15013268973587426,-0.5590173297670789,-0.35537116985317746,-0.16668579050788207,-1.1401968799453066
179,19,30,4,20,5.0,1,5,8,2.965805,2,80.0,2.303495,53482,2.920155,2.59137,2.564525000000001,0.0,0.0,3.5205,0.22331542363709014,0.01539211107945404,0.13530221980204327,-0.1870301655031265,-0.2677062463777868,-0.11331910857197486,-0.5283297771429938
180,20,30,5,20,5.0,1,5,9,3.060475,3,80.0,2.48451,61972,3.058129999999999,2.671685000000001,2.635645,0.0,0.0,3.205,0.1881946429884249,0.0007662209297579394,0.13881178575221167,-0.04722306177962579,-0.23087852333055559,-0.06083090830787542,-0.2899927953600508
201,41,30,1,5,1.0,1,5,13,4.065129999999999,5,66.25,3.542555,59187,3.601275,3.31543,3.273965,0.0,0.0,3.054,0.1285506244572742,0.11410582195403329,0.1946223122015776,0.2487325128593672,-0.01657560715359385,0.07581815949223092,0.13791035001573732
202,42,30,2,5,1.0,1,5,19,4.400930000000001,10,65.0,4.12451,10954,4.496869999999999,4.295385,4.089440000000001,0.0,0.0,3.9751,0.0628094516386311,-0.02179993774043166,0.07077822187583079,0.09675909410056528,-0.09027981505681855,0.008502828214745331,0.036224909140722183
203,43,30,3,5,1.0,1,5,24,4.73409,15,63.75,4.56089,84820,4.916525,4.553190000000001,4.625484999999999,0.0,0.0,,0.03658570073657249,-0.0385364452302343,0.022941050972837593,,-0.07797491279114392,-0.014162805943576745,
204,44,30,4,5,1.0,1,5,29,5.014645,19,61.25,4.854725,20122,5.0783,4.91045,4.878935,0.0,0.0,4.7439,0.031890592454700106,-0.012693819801800486,0.027062733254298074,0.05399086076880812,-0.04605307200716815,-0.004986894211309613,0.022828275545988735
205,45,30,5,5,1.0,1,5,0,27.26055,0,97.5,27.2365,76092,6.589865000000001,6.334765,6.446985000000001,0.0,0.0,6.1192,0.0008822272477994398,0.758263681400412,0.7635049549623907,0.7755291070796444,0.7580502267178234,0.7632961283571678,0.775330897876012
206,46,30,1,5,5.0,1,5,14,4.041325000000001,1,57.5,2.401675,18937,2.724555,2.34258,2.33304,0.0,0.0,2.1074,0.4057208959932697,0.3258263069661561,0.4227041873642928,0.4785373608903022,-0.1344395057616039,0.02857797162397077,0.12252906825444736
207,47,30,2,5,5.0,1,5,19,4.216685,18,97.5,4.200475,95984,3.939925,3.68582,3.64478,0.0,0.0,3.5836,0.003844252060564177,0.06563449724131631,0.1356290545772331,0.15013808240359428,0.06202869913521681,0.13229337158297574,0.1468583910153018
208,48,30,3,5,5.0,1,5,24,4.54106,11,52.5,4.083115000000001,97231,4.328494999999999,4.120785000000001,4.108845,0.0,0.0,3.8869,0.1008453973301385,0.04680955547823648,0.09517931936596306,0.14405447186339757,-0.060096274535495105,-0.0063015614304271295,0.0480552225445527
210,50,30,5,5,5.0,1,5,30,5.962585,21,53.75,4.745545000000001,68505,6.4216,6.3809,6.429875,0.0,0.0,5.9738,0.2041128134860969,-0.07698255035357986,-0.07837037123999074,-0.0018808956182595259,-0.3531849345017271,-0.3549286752101179,-0.2588227484935869
211,51,30,1,5,1.0,1,5,13,4.06149,5,66.25,3.53522,79064,3.26612,3.254435,3.185835,0.0,0.0,3.054,0.12957559910279237,0.19583207148115597,0.21559944749340762,0.24805920979738968,0.07611973229388833,0.09882977579896014,0.13612165579511318
222,62,30,1,5,1.0,1,5,13,4.066105,6,70.0,3.55546,73464,3.566415,3.24728,3.30826,0.0,0.0,3.054,0.12558578787316121,0.12289156330198069,0.18638106984448263,0.2489126571989657,-0.0030811765566199725,0.06952686853459182,0.14103941543428986
223,63,30,1,5,5.0,1,5,13,4.035665,1,57.5,2.39678,59839,2.729945,2.425015,2.373365000000001,0.0,0.0,2.1074,0.40610035768578406,0.323545190197898,0.4119023754449388,0.47780601214421903,-0.13900524870868403,0.009769357220937705,0.12073698879329765
225,65,30,2,5,1.0,1,5,19,4.394385000000001,11,68.75,4.1407,27415,4.513764999999999,4.1395,0.0,0.0,0.0,3.9751,0.0577293523439573,-0.02716648632288675,1.0,0.09541380648259101,-0.09009708503393135,1.0,0.03999323785833313
226,66,30,2,5,5.0,1,5,19,4.22296,5,50.0,3.49052,18097,3.917065,3.681495,0.0,0.0,0.0,3.5836,0.17344232481482175,0.0724361585238789,1.0,0.15140091310360496,-0.12220099011035604,1.0,-0.026666513871858647
